gene_id,gene_name
ENSG00000117450,PRDX1
ENSG00000173660,UQCRH
ENSG00000154027,AK5
ENSG00000221823,PPP3R1
ENSG00000164924,YWHAZ
ENSG00000180155,LYNX1
ENSG00000244187,TMEM141
ENSG00000176749,CDK5R1
ENSG00000159082,SYNJ1
ENSG00000211592,IGKC
ENSG00000244734,HBB
ENSG00000211895,IGHA1
ENSG00000188536,HBA2
ENSG00000211677,IGLC2
ENSG00000020129,NCDN
ENSG00000143013,LMO4
ENSG00000117152,RGS4
ENSG00000143153,ATP1B1
ENSG00000163032,VSNL1
ENSG00000143933,CALM2
ENSG00000128656,CHN1
ENSG00000115461,IGFBP5
ENSG00000187094,CCK
ENSG00000163536,SERPINI1
ENSG00000154277,UCHL1
ENSG00000152583,SPARCL1
ENSG00000138814,PPP3CA
ENSG00000145425,RPS3A
ENSG00000150625,GPM6A
ENSG00000176788,BASP1
ENSG00000171617,ENC1
ENSG00000145824,CXCL14
ENSG00000019582,CD74
ENSG00000206503,HLA-A
ENSG00000234745,HLA-B
ENSG00000170027,YWHAG
ENSG00000170323,FABP4
ENSG00000164919,COX6C
ENSG00000130558,OLFM1
ENSG00000107317,PTGDS
ENSG00000142089,IFITM3
ENSG00000173432,SAA1
ENSG00000110436,SLC1A2
ENSG00000124935,SCGB1D2
ENSG00000110484,SCGB2A2
ENSG00000133318,RTN3
ENSG00000154146,NRGN
ENSG00000173267,SNCG
ENSG00000111341,MGP
ENSG00000229117,RPL41
ENSG00000070961,ATP2B1
ENSG00000139970,RTN1
ENSG00000036530,CYP46A1
ENSG00000166710,B2M
ENSG00000128989,ARPP19
ENSG00000087250,MT3
ENSG00000131095,GFAP
ENSG00000088832,FKBP1A
ENSG00000132639,SNAP25
ENSG00000101439,CST3
ENSG00000160014,CALM3
ENSG00000087086,FTL
ENSG00000128245,YWHAH
ENSG00000183036,PCP4
ENSG00000160180,TFF3
ENSG00000160182,TFF1
ENSG00000160307,S100B
ENSG00000187608,ISG15
ENSG00000162545,CAMK2N1
ENSG00000142676,RPL11
ENSG00000121769,FABP3
ENSG00000121905,HPCA
ENSG00000142937,RPS8
ENSG00000162374,ELAVL4
ENSG00000157216,SSBP3
ENSG00000177301,KCNA2
ENSG00000163399,ATP1A1
ENSG00000163191,S100A11
ENSG00000185499,MUC1
ENSG00000162734,PEA15
ENSG00000075945,KIFAP3
ENSG00000069275,NUCKS1
ENSG00000162817,C1orf115
ENSG00000163041,H3F3A
ENSG00000115756,HPCAL1
ENSG00000179915,NRXN1
ENSG00000115310,RTN4
ENSG00000014641,MDH1
ENSG00000169764,UGP2
ENSG00000034510,TMSB10
ENSG00000136717,BIN1
ENSG00000136720,HS6ST1
ENSG00000078018,MAP2
ENSG00000115414,FN1
ENSG00000127824,TUBA4A
ENSG00000182600,SNORC
ENSG00000066248,NGEF
ENSG00000150995,ITPR1
ENSG00000144713,RPL32
ENSG00000188846,RPL14
ENSG00000162244,RPL29
ENSG00000144834,TAGLN3
ENSG00000172020,GAP43
ENSG00000161203,AP2M1
ENSG00000157005,SST
ENSG00000168824,NSG1
ENSG00000171476,HOPX
ENSG00000118816,CCNI
ENSG00000145335,SNCA
ENSG00000120251,GRIA2
ENSG00000109472,CPE
ENSG00000131711,MAP1B
ENSG00000134986,NREP
ENSG00000169567,HINT1
ENSG00000152377,SPOCK1
ENSG00000171992,SYNPO
ENSG00000211445,GPX3
ENSG00000197043,ANXA6
ENSG00000113140,SPARC
ENSG00000022355,GABRA1
ENSG00000170091,NSG2
ENSG00000074317,SNCB
ENSG00000137267,TUBB2A
ENSG00000152954,NRSN1
ENSG00000204525,HLA-C
ENSG00000231500,RPS18
ENSG00000172348,RCAN2
ENSG00000156508,EEF1A1
ENSG00000112335,SNX3
ENSG00000189043,NDUFA4
ENSG00000086300,SNX10
ENSG00000058404,CAMK2B
ENSG00000106089,STX1A
ENSG00000058091,CDK14
ENSG00000164692,COL1A2
ENSG00000160862,AZGP1
ENSG00000128564,VGF
ENSG00000091129,NRCAM
ENSG00000205542,TMSB4X
ENSG00000102003,SYP
ENSG00000198034,RPS4X
ENSG00000133142,TCEAL4
ENSG00000123560,PLP1
ENSG00000134590,RTL8C
ENSG00000147403,RPL10
ENSG00000147416,ATP6V1B2
ENSG00000168490,PHYHIP
ENSG00000104722,NEFM
ENSG00000277586,NEFL
ENSG00000120885,CLU
ENSG00000133872,SARAF
ENSG00000104435,STMN2
ENSG00000156482,RPL30
ENSG00000104490,NCALD
ENSG00000104529,EEF1D
ENSG00000161016,RPL8
ENSG00000165023,DIRAS2
ENSG00000106976,DNM1
ENSG00000107130,NCS1
ENSG00000188229,TUBB4B
ENSG00000117984,CTSD
ENSG00000050165,DKK3
ENSG00000110700,RPS13
ENSG00000134333,LDHA
ENSG00000172247,C1QTNF4
ENSG00000167996,FTH1
ENSG00000162188,GNG3
ENSG00000245532,NEAT1
ENSG00000251562,MALAT1
ENSG00000021300,PLEKHB1
ENSG00000185742,C11orf87
ENSG00000109846,CRYAB
ENSG00000118181,RPS25
ENSG00000154096,THY1
ENSG00000109971,HSPA8
ENSG00000166257,SCN3B
ENSG00000067057,PFKP
ENSG00000165443,PHYHIPL
ENSG00000138326,RPS24
ENSG00000148671,ADIRF
ENSG00000171314,PGAM1
ENSG00000120053,GOT1
