gene_id,gene_name
ENSG00000157005,SST
ENSG00000122585,NPY
ENSG00000168490,PHYHIP
ENSG00000173598,NUDT4
ENSG00000166501,PRKCB
ENSG00000211592,IGKC
ENSG00000244734,HBB
ENSG00000188536,HBA2
ENSG00000101439,CST3
ENSG00000211677,IGLC2
ENSG00000020129,NCDN
ENSG00000143013,LMO4
ENSG00000185499,MUC1
ENSG00000143153,ATP1B1
ENSG00000135821,GLUL
ENSG00000163032,VSNL1
ENSG00000128656,CHN1
ENSG00000115461,IGFBP5
ENSG00000187094,CCK
ENSG00000269028,MTRNR2L12
ENSG00000172020,GAP43
ENSG00000091513,TF
ENSG00000154277,UCHL1
ENSG00000152583,SPARCL1
ENSG00000171617,ENC1
ENSG00000145824,CXCL14
ENSG00000113140,SPARC
ENSG00000120885,CLU
ENSG00000170323,FABP4
ENSG00000164919,COX6C
ENSG00000164924,YWHAZ
ENSG00000106976,DNM1
ENSG00000130558,OLFM1
ENSG00000107317,PTGDS
ENSG00000142089,IFITM3
ENSG00000173432,SAA1
ENSG00000110436,SLC1A2
ENSG00000124935,SCGB1D2
ENSG00000110484,SCGB2A2
ENSG00000154146,NRGN
ENSG00000111341,MGP
ENSG00000170421,KRT8
ENSG00000157782,CABP1
ENSG00000136156,ITM2B
ENSG00000139970,RTN1
ENSG00000198668,CALM1
ENSG00000165949,IFI27
ENSG00000166710,B2M
ENSG00000128989,ARPP19
ENSG00000176046,NUPR1
ENSG00000087250,MT3
ENSG00000171345,KRT19
ENSG00000173786,CNP
ENSG00000131095,GFAP
ENSG00000171885,AQP4
ENSG00000132639,SNAP25
ENSG00000100219,XBP1
ENSG00000128245,YWHAH
ENSG00000183036,PCP4
ENSG00000160180,TFF3
ENSG00000160182,TFF1
ENSG00000187608,ISG15
ENSG00000162545,CAMK2N1
ENSG00000142676,RPL11
ENSG00000121769,FABP3
ENSG00000121905,HPCA
ENSG00000116675,DNAJC6
ENSG00000154027,AK5
ENSG00000189195,BTBD8
ENSG00000163191,S100A11
ENSG00000162734,PEA15
ENSG00000215845,TSTD1
ENSG00000117152,RGS4
ENSG00000135744,AGT
ENSG00000115756,HPCAL1
ENSG00000084731,KIF3C
ENSG00000143933,CALM2
ENSG00000115310,RTN4
ENSG00000143947,RPS27A
ENSG00000014641,MDH1
ENSG00000034510,TMSB10
ENSG00000048991,R3HDM1
ENSG00000128683,GAD1
ENSG00000091428,RAPGEF4
ENSG00000078018,MAP2
ENSG00000115414,FN1
ENSG00000127824,TUBA4A
ENSG00000135919,SERPINE2
ENSG00000135916,ITM2C
ENSG00000182600,SNORC
ENSG00000157103,SLC6A1
ENSG00000157152,SYN2
ENSG00000144713,RPL32
ENSG00000168314,MOBP
ENSG00000188846,RPL14
ENSG00000080822,CLDND1
ENSG00000144834,TAGLN3
ENSG00000163536,SERPINI1
ENSG00000182899,RPL35A
ENSG00000168993,CPLX1
ENSG00000243449,C4orf48
ENSG00000169851,PCDH7
ENSG00000171476,HOPX
ENSG00000118785,SPP1
ENSG00000145335,SNCA
ENSG00000138814,PPP3CA
