gene_id,gene_name
ENSG00000127483,HP1BP3
ENSG00000125944,HNRNPR
ENSG00000163634,THOC7
ENSG00000164106,SCRG1
ENSG00000106367,AP1S1
ENSG00000117906,RCN2
ENSG00000182534,MXRA7
ENSG00000099341,PSMD8
ENSG00000211592,IGKC
ENSG00000122585,NPY
ENSG00000244734,HBB
ENSG00000211677,IGLC2
ENSG00000117632,STMN1
ENSG00000143153,ATP1B1
ENSG00000143933,CALM2
ENSG00000034510,TMSB10
ENSG00000187094,CCK
ENSG00000152583,SPARCL1
ENSG00000204525,HLA-C
ENSG00000234745,HLA-B
ENSG00000104722,NEFM
ENSG00000120885,CLU
ENSG00000170323,FABP4
ENSG00000164919,COX6C
ENSG00000173432,SAA1
ENSG00000124935,SCGB1D2
ENSG00000110484,SCGB2A2
ENSG00000173267,SNCG
ENSG00000139190,VAMP1
ENSG00000111341,MGP
ENSG00000111057,KRT18
ENSG00000070961,ATP2B1
ENSG00000188536,HBA2
ENSG00000103316,CRYM
ENSG00000100285,NEFH
ENSG00000100362,PVALB
ENSG00000100097,LGALS1
ENSG00000183036,PCP4
ENSG00000160180,TFF3
ENSG00000160182,TFF1
ENSG00000187730,GABRD
ENSG00000097021,ACOT7
ENSG00000171603,CLSTN1
ENSG00000142634,EFHD2
ENSG00000117154,IGSF21
ENSG00000162545,CAMK2N1
ENSG00000121753,ADGRB2
ENSG00000175130,MARCKSL1
ENSG00000020129,NCDN
ENSG00000142949,PTPRF
ENSG00000142937,RPS8
ENSG00000173660,UQCRH
ENSG00000154027,AK5
ENSG00000117155,SSX2IP
ENSG00000143013,LMO4
ENSG00000189195,BTBD8
ENSG00000117600,PLPPR4
ENSG00000031698,SARS
ENSG00000163399,ATP1A1
ENSG00000143420,ENSA
ENSG00000163191,S100A11
ENSG00000185499,MUC1
ENSG00000132718,SYT11
ENSG00000162729,IGSF8
ENSG00000162734,PEA15
ENSG00000117152,RGS4
ENSG00000143198,MGST3
ENSG00000075945,KIFAP3
ENSG00000135821,GLUL
ENSG00000157064,NMNAT2
ENSG00000174514,MFSD4A
ENSG00000162817,C1orf115
ENSG00000168159,RNF187
ENSG00000135744,AGT
ENSG00000179456,ZBTB18
ENSG00000115756,HPCAL1
ENSG00000162981,FAM84A
ENSG00000163032,VSNL1
ENSG00000115194,SLC30A3
ENSG00000243147,MRPL33
ENSG00000138078,PREPL
ENSG00000179915,NRXN1
ENSG00000115310,RTN4
ENSG00000143947,RPS27A
ENSG00000135940,COX5B
ENSG00000040933,INPP4A
ENSG00000196872,KIAA1211L
ENSG00000175874,CREG2
ENSG00000048991,R3HDM1
ENSG00000136535,TBR1
ENSG00000144290,SLC4A10
ENSG00000136531,SCN2A
ENSG00000128683,GAD1
ENSG00000128656,CHN1
ENSG00000196950,SLC39A10
ENSG00000114948,ADAM23
ENSG00000078018,MAP2
ENSG00000115414,FN1
ENSG00000197756,RPL37A
ENSG00000115461,IGFBP5
ENSG00000127824,TUBA4A
ENSG00000116106,EPHA4
ENSG00000171951,SCG2
ENSG00000135919,SERPINE2
ENSG00000135916,ITM2C
ENSG00000066248,NGEF
ENSG00000134121,CHL1
ENSG00000150995,ITPR1
ENSG00000157087,ATP2B2
ENSG00000157152,SYN2
ENSG00000144711,IQSEC1
ENSG00000172995,ARPP21
ENSG00000010256,UQCRC1
ENSG00000164061,BSN
ENSG00000164076,CAMKV
ENSG00000163630,SYNPR
ENSG00000172020,GAP43
ENSG00000160145,KALRN
ENSG00000074416,MGLL
ENSG00000091513,TF
ENSG00000158258,CLSTN2
ENSG00000070087,PFN2
ENSG00000175182,FAM131A
ENSG00000157005,SST
ENSG00000189058,APOD
ENSG00000185818,NAT8L
ENSG00000179010,MRFAP1
ENSG00000185774,KCNIP4
ENSG00000064042,LIMCH1
ENSG00000109180,OCIAD1
ENSG00000171476,HOPX
ENSG00000163453,IGFBP7
ENSG00000169116,PARM1
ENSG00000145335,SNCA
ENSG00000138814,PPP3CA
ENSG00000145349,CAMK2D
ENSG00000138650,PCDH10
ENSG00000120251,GRIA2
ENSG00000109472,CPE
ENSG00000150625,GPM6A
ENSG00000151729,SLC25A4
ENSG00000215218,UBE2QL1
ENSG00000113387,SUB1
ENSG00000145592,RPL37
ENSG00000152932,RAB3C
ENSG00000131711,MAP1B
ENSG00000171617,ENC1
ENSG00000113319,RASGRF2
ENSG00000186468,RPS23
ENSG00000081189,MEF2C
ENSG00000152495,CAMK4
ENSG00000134986,NREP
ENSG00000129625,REEP5
ENSG00000164398,ACSL6
ENSG00000198944,SOWAHA
ENSG00000164405,UQCRQ
ENSG00000145824,CXCL14
ENSG00000131507,NDFIP1
ENSG00000070808,CAMK2A
ENSG00000164587,RPS14
ENSG00000171992,SYNPO
ENSG00000113140,SPARC
ENSG00000113327,GABRG2
ENSG00000145920,CPLX2
ENSG00000204628,RACK1
ENSG00000137267,TUBB2A
ENSG00000112186,CAP2
ENSG00000196230,TUBB
ENSG00000204580,DDR1
ENSG00000231500,RPS18
ENSG00000096384,HSP90AB1
ENSG00000156508,EEF1A1
ENSG00000112335,SNX3
ENSG00000112290,WASF1
ENSG00000187189,TSPYL4
ENSG00000189241,TSPYL1
ENSG00000112306,RPS12
ENSG00000172115,CYCS
ENSG00000086300,SNX10
ENSG00000086289,EPDR1
ENSG00000058404,CAMK2B
ENSG00000196262,PPIA
ENSG00000164742,ADCY1
ENSG00000170419,VSTM2A
ENSG00000132432,SEC61G
ENSG00000106089,STX1A
ENSG00000146701,MDH2
ENSG00000106211,HSPB1
ENSG00000166448,TMEM130
ENSG00000160862,AZGP1
ENSG00000128564,VGF
ENSG00000091129,NRCAM
ENSG00000128609,NDUFA5
ENSG00000133627,ACTR3B
ENSG00000130226,DPP6
ENSG00000205542,TMSB4X
ENSG00000149970,CNKSR2
ENSG00000182220,ATP6AP2
ENSG00000204071,TCEAL6
ENSG00000123560,PLP1
ENSG00000010404,IDS
ENSG00000147403,RPL10
ENSG00000164733,CTSB
ENSG00000147416,ATP6V1B2
ENSG00000158856,DMTN
ENSG00000168490,PHYHIP
ENSG00000277586,NEFL
ENSG00000240694,PNMA2
ENSG00000120899,PTK2B
ENSG00000133872,SARAF
ENSG00000047249,ATP6V1H
ENSG00000147604,RPL7
ENSG00000164951,PDP1
ENSG00000156482,RPL30
ENSG00000164924,YWHAZ
ENSG00000164830,OXR1
ENSG00000164794,KCNV1
ENSG00000160932,LY6E
ENSG00000176956,LY6H
ENSG00000161016,RPL8
ENSG00000107295,SH3GL2
ENSG00000137154,RPS6
ENSG00000148053,NTRK2
ENSG00000165023,DIRAS2
ENSG00000136928,GABBR2
ENSG00000070214,SLC44A1
ENSG00000260230,FRRS1L
ENSG00000197958,RPL12
ENSG00000136854,STXBP1
ENSG00000171159,C9orf16
ENSG00000106976,DNM1
ENSG00000130558,OLFM1
ENSG00000107317,PTGDS
ENSG00000176884,GRIN1
ENSG00000177542,SLC25A22
ENSG00000117984,CTSD
ENSG00000110651,CD81
ENSG00000050165,DKK3
ENSG00000110700,RPS13
ENSG00000134333,LDHA
ENSG00000198168,SVIP
ENSG00000110427,KIAA1549L
ENSG00000110436,SLC1A2
ENSG00000175264,CHST1
ENSG00000149091,DGKZ
ENSG00000011347,SYT7
ENSG00000167996,FTH1
ENSG00000133318,RTN3
ENSG00000176340,COX8A
ENSG00000245532,NEAT1
ENSG00000174871,CNIH2
ENSG00000186642,PDE2A
ENSG00000152578,GRIA4
ENSG00000185742,C11orf87
ENSG00000109846,CRYAB
ENSG00000137726,FXYD6
ENSG00000167283,ATP5MG
ENSG00000118181,RPS25
ENSG00000154096,THY1
ENSG00000109971,HSPA8
ENSG00000166257,SCN3B
ENSG00000154146,NRGN
ENSG00000084234,APLP2
ENSG00000109956,B3GAT1
ENSG00000067057,PFKP
ENSG00000237949,LINC00844
ENSG00000107758,PPP3CB
ENSG00000138326,RPS24
ENSG00000165678,GHITM
ENSG00000148671,ADIRF
ENSG00000171314,PGAM1
ENSG00000099194,SCD
ENSG00000166136,NDUFB8
ENSG00000059915,PSD
ENSG00000148798,INA
ENSG00000107518,ATRNL1
ENSG00000111640,GAPDH
ENSG00000159335,PTMS
ENSG00000139112,GABARAPL1
ENSG00000084444,FAM234B
ENSG00000048540,LMO3
ENSG00000184613,NELL2
ENSG00000134287,ARF3
ENSG00000181418,DDN
ENSG00000123416,TUBA1B
ENSG00000139644,TMBIM6
ENSG00000135472,FAIM2
ENSG00000196876,SCN8A
ENSG00000170421,KRT8
ENSG00000135447,PPP1R1A
ENSG00000135426,TESPA1
ENSG00000135404,CD63
ENSG00000229117,RPL41
ENSG00000092841,MYL6
ENSG00000110955,ATP5F1B
ENSG00000110958,PTGES3
ENSG00000166006,KCNC2
ENSG00000139220,PPFIA2
ENSG00000174437,ATP2A2
ENSG00000176871,WSB2
ENSG00000088986,DYNLL1
ENSG00000157782,CABP1
ENSG00000189403,HMGB1
ENSG00000133083,DCLK1
ENSG00000102804,TSC22D1
ENSG00000136156,ITM2B
ENSG00000102471,NDFIP2
ENSG00000092199,HNRNPC
ENSG00000092096,SLC22A17
ENSG00000092051,JPH4
ENSG00000186469,GNG2
ENSG00000139970,RTN1
ENSG00000126803,HSPA2
ENSG00000198668,CALM1
ENSG00000100604,CHGA
ENSG00000165949,IFI27
ENSG00000036530,CYP46A1
ENSG00000196405,EVL
ENSG00000214548,MEG3
ENSG00000126214,KLC1
ENSG00000182809,CRIP2
ENSG00000166922,SCG5
ENSG00000137825,ITPKA
ENSG00000223572,CKMT1A
ENSG00000140264,SERF2
ENSG00000166710,B2M
ENSG00000128989,ARPP19
ENSG00000169032,MAP2K1
