gene_id,gene_name
ENSG00000162407,PLPP3
ENSG00000170634,ACYP2
ENSG00000163541,SUCLG1
ENSG00000196776,CD47
ENSG00000106367,AP1S1
ENSG00000128596,CCDC136
ENSG00000236279,CLEC2L
ENSG00000120885,CLU
ENSG00000122873,CISD1
ENSG00000167281,RBFOX3
ENSG00000211592,IGKC
ENSG00000244734,HBB
ENSG00000211677,IGLC2
ENSG00000154027,AK5
ENSG00000143013,LMO4
ENSG00000143153,ATP1B1
ENSG00000163032,VSNL1
ENSG00000115310,RTN4
ENSG00000014641,MDH1
ENSG00000175874,CREG2
ENSG00000128656,CHN1
ENSG00000154518,ATP5MC3
ENSG00000174748,RPL15
ENSG00000187094,CCK
ENSG00000163630,SYNPR
ENSG00000144834,TAGLN3
ENSG00000172020,GAP43
ENSG00000152583,SPARCL1
ENSG00000019582,CD74
ENSG00000145920,CPLX2
ENSG00000074317,SNCB
ENSG00000124785,NRN1
ENSG00000206503,HLA-A
ENSG00000205542,TMSB4X
ENSG00000102109,PCSK1N
ENSG00000102003,SYP
ENSG00000166681,BEX3
ENSG00000170323,FABP4
ENSG00000164919,COX6C
ENSG00000164924,YWHAZ
ENSG00000130558,OLFM1
ENSG00000255823,MTRNR2L8
ENSG00000173432,SAA1
ENSG00000124935,SCGB1D2
ENSG00000110484,SCGB2A2
ENSG00000154096,THY1
ENSG00000173267,SNCG
ENSG00000111341,MGP
ENSG00000111057,KRT18
ENSG00000070961,ATP2B1
ENSG00000139970,RTN1
ENSG00000214548,MEG3
ENSG00000188536,HBA2
ENSG00000103316,CRYM
ENSG00000170315,UBB
ENSG00000171345,KRT19
ENSG00000088832,FKBP1A
ENSG00000087460,GNAS
ENSG00000104904,OAZ1
ENSG00000105696,TMEM59L
ENSG00000105220,GPI
ENSG00000100219,XBP1
ENSG00000100285,NEFH
ENSG00000128245,YWHAH
ENSG00000160180,TFF3
ENSG00000187608,ISG15
ENSG00000078369,GNB1
ENSG00000187730,GABRD
ENSG00000067606,PRKCZ
ENSG00000116251,RPL22
ENSG00000097021,ACOT7
ENSG00000074800,ENO1
ENSG00000171603,CLSTN1
ENSG00000142634,EFHD2
ENSG00000117154,IGSF21
ENSG00000173436,MINOS1
ENSG00000162545,CAMK2N1
ENSG00000158828,PINK1
ENSG00000076864,RAP1GAP
ENSG00000117632,STMN1
ENSG00000142669,SH3BGRL3
ENSG00000198830,HMGN2
ENSG00000130770,ATP5IF1
ENSG00000121753,ADGRB2
ENSG00000121905,HPCA
ENSG00000020129,NCDN
ENSG00000168653,NDUFS5
ENSG00000142937,RPS8
ENSG00000117450,PRDX1
ENSG00000173660,UQCRH
ENSG00000162374,ELAVL4
ENSG00000123091,RNF11
ENSG00000085832,EPS15
ENSG00000157216,SSBP3
ENSG00000116133,DHCR24
ENSG00000116675,DNAJC6
ENSG00000142875,PRKACB
ENSG00000122406,RPL5
ENSG00000117600,PLPPR4
ENSG00000163399,ATP1A1
ENSG00000159164,SV2A
ENSG00000213190,MLLT11
ENSG00000163191,S100A11
ENSG00000189171,S100A13
ENSG00000185499,MUC1
ENSG00000132718,SYT11
ENSG00000162734,PEA15
ENSG00000117152,RGS4
ENSG00000143198,MGST3
ENSG00000143774,GUK1
ENSG00000135750,KCNK1
ENSG00000173726,TOMM20
ENSG00000171863,RPS7
ENSG00000115756,HPCAL1
ENSG00000115194,SLC30A3
ENSG00000183023,SLC8A1
ENSG00000115944,COX7A2L
ENSG00000138078,PREPL
ENSG00000143933,CALM2
ENSG00000143947,RPS27A
ENSG00000119866,BCL11A
ENSG00000169764,UGP2
ENSG00000204843,DCTN1
ENSG00000034510,TMSB10
ENSG00000135940,COX5B
ENSG00000196872,KIAA1211L
ENSG00000071082,RPL31
ENSG00000175701,SMIM37
ENSG00000152082,MZT2B
ENSG00000136002,ARHGEF4
ENSG00000115762,PLEKHB2
