gene_id,gene_name
ENSG00000143774,GUK1
ENSG00000128683,GAD1
ENSG00000168785,TSPAN5
ENSG00000038274,MAT2B
ENSG00000124785,NRN1
ENSG00000078902,TOLLIP
ENSG00000125971,DYNLRB1
ENSG00000211592,IGKC
ENSG00000244734,HBB
ENSG00000110484,SCGB2A2
ENSG00000188536,HBA2
ENSG00000185499,MUC1
ENSG00000034510,TMSB10
ENSG00000187094,CCK
ENSG00000152583,SPARCL1
ENSG00000164326,CARTPT
ENSG00000019582,CD74
ENSG00000196937,FAM3C
ENSG00000104722,NEFM
ENSG00000277586,NEFL
ENSG00000164919,COX6C
ENSG00000173432,SAA1
ENSG00000124935,SCGB1D2
ENSG00000111341,MGP
ENSG00000186469,GNG2
ENSG00000131095,GFAP
ENSG00000100285,NEFH
ENSG00000183036,PCP4
ENSG00000160180,TFF3
ENSG00000142634,EFHD2
ENSG00000162545,CAMK2N1
ENSG00000142676,RPL11
ENSG00000117632,STMN1
ENSG00000175130,MARCKSL1
ENSG00000168653,NDUFS5
ENSG00000117450,PRDX1
ENSG00000173660,UQCRH
ENSG00000123091,RNF11
ENSG00000085832,EPS15
ENSG00000157216,SSBP3
ENSG00000116675,DNAJC6
ENSG00000154027,AK5
ENSG00000142875,PRKACB
ENSG00000163191,S100A11
ENSG00000143198,MGST3
ENSG00000143153,ATP1B1
ENSG00000075945,KIFAP3
ENSG00000135821,GLUL
ENSG00000058668,ATP2B4
ENSG00000117691,NENF
ENSG00000171863,RPS7
ENSG00000115738,ID2
ENSG00000134308,YWHAQ
ENSG00000115756,HPCAL1
ENSG00000163032,VSNL1
ENSG00000152154,TMEM178A
ENSG00000115310,RTN4
ENSG00000143947,RPS27A
ENSG00000169764,UGP2
ENSG00000119865,CNRIP1
ENSG00000135940,COX5B
ENSG00000155368,DBI
ENSG00000136535,TBR1
ENSG00000144290,SLC4A10
ENSG00000115461,IGFBP5
ENSG00000127824,TUBA4A
ENSG00000187514,PTMA
ENSG00000157152,SYN2
ENSG00000144713,RPL32
ENSG00000174748,RPL15
ENSG00000188846,RPL14
ENSG00000163630,SYNPR
ENSG00000175161,CADM2
ENSG00000269028,MTRNR2L12
ENSG00000080822,CLDND1
ENSG00000114391,RPL24
ENSG00000144834,TAGLN3
ENSG00000114573,ATP6V1A
ENSG00000172020,GAP43
ENSG00000074416,MGLL
ENSG00000091513,TF
ENSG00000156976,EIF4A2
ENSG00000157005,SST
ENSG00000189058,APOD
ENSG00000182899,RPL35A
ENSG00000168993,CPLX1
ENSG00000151552,QDPR
ENSG00000169851,PCDH7
ENSG00000163682,RPL9
ENSG00000154277,UCHL1
ENSG00000124406,ATP8A1
ENSG00000171476,HOPX
ENSG00000169116,PARM1
ENSG00000138757,G3BP2
ENSG00000118816,CCNI
ENSG00000152795,HNRNPDL
ENSG00000177432,NAP1L5
ENSG00000145335,SNCA
