gene_id,gene_name
ENSG00000154027,AK5
ENSG00000068912,ERLEC1
ENSG00000134121,CHL1
ENSG00000112186,CAP2
ENSG00000186310,NAP1L3
ENSG00000156011,PSD3
ENSG00000107518,ATRNL1
ENSG00000048540,LMO3
ENSG00000156642,NPTN
ENSG00000078328,RBFOX1
ENSG00000184602,SNN
ENSG00000170579,DLGAP1
ENSG00000211592,IGKC
ENSG00000244734,HBB
ENSG00000188536,HBA2
ENSG00000211677,IGLC2
ENSG00000187608,ISG15
ENSG00000175130,MARCKSL1
ENSG00000020129,NCDN
ENSG00000143013,LMO4
ENSG00000163399,ATP1A1
ENSG00000163191,S100A11
ENSG00000159176,CSRP1
ENSG00000115756,HPCAL1
ENSG00000163032,VSNL1
ENSG00000143933,CALM2
ENSG00000128656,CHN1
ENSG00000115414,FN1
ENSG00000197756,RPL37A
ENSG00000115461,IGFBP5
ENSG00000182600,SNORC
ENSG00000187094,CCK
ENSG00000144834,TAGLN3
ENSG00000091513,TF
ENSG00000163536,SERPINI1
ENSG00000157005,SST
ENSG00000189058,APOD
ENSG00000154277,UCHL1
ENSG00000171476,HOPX
ENSG00000152583,SPARCL1
ENSG00000118785,SPP1
ENSG00000145335,SNCA
ENSG00000138814,PPP3CA
ENSG00000150625,GPM6A
ENSG00000250722,SELENOP
ENSG00000164326,CARTPT
ENSG00000171617,ENC1
ENSG00000145824,CXCL14
ENSG00000019582,CD74
ENSG00000074317,SNCB
ENSG00000234745,HLA-B
ENSG00000096384,HSP90AB1
ENSG00000189241,TSPYL1
ENSG00000189043,NDUFA4
ENSG00000166925,TSC22D4
ENSG00000133169,BEX1
ENSG00000120885,CLU
ENSG00000170323,FABP4
ENSG00000164919,COX6C
ENSG00000164924,YWHAZ
ENSG00000136854,STXBP1
ENSG00000106976,DNM1
ENSG00000130558,OLFM1
ENSG00000107317,PTGDS
ENSG00000173432,SAA1
ENSG00000110436,SLC1A2
ENSG00000124935,SCGB1D2
ENSG00000110484,SCGB2A2
ENSG00000154096,THY1
ENSG00000109971,HSPA8
ENSG00000154146,NRGN
ENSG00000099194,SCD
ENSG00000111669,TPI1
ENSG00000111674,ENO2
ENSG00000111341,MGP
ENSG00000170421,KRT8
ENSG00000111057,KRT18
ENSG00000229117,RPL41
ENSG00000157782,CABP1
ENSG00000102804,TSC22D1
ENSG00000129538,RNASE1
ENSG00000139970,RTN1
ENSG00000198668,CALM1
ENSG00000166710,B2M
ENSG00000128989,ARPP19
ENSG00000137818,RPLP1
ENSG00000087250,MT3
ENSG00000167526,RPL13
ENSG00000171345,KRT19
ENSG00000131095,GFAP
ENSG00000073969,NSF
ENSG00000088832,FKBP1A
ENSG00000132639,SNAP25
ENSG00000101439,CST3
ENSG00000260032,NORAD
ENSG00000087460,GNAS
ENSG00000105696,TMEM59L
ENSG00000250067,YJEFN3
ENSG00000105409,ATP1A3
ENSG00000160014,CALM3
ENSG00000183036,PCP4
ENSG00000160180,TFF3
ENSG00000160182,TFF1
ENSG00000160307,S100B
ENSG00000097021,ACOT7
ENSG00000171603,CLSTN1
ENSG00000116661,FBXO2
ENSG00000162545,CAMK2N1
ENSG00000142676,RPL11
ENSG00000130770,ATP5IF1
ENSG00000121769,FABP3
ENSG00000184007,PTP4A2
ENSG00000121905,HPCA
ENSG00000173660,UQCRH
ENSG00000162374,ELAVL4
ENSG00000157216,SSBP3
ENSG00000197106,SLC6A17
ENSG00000177301,KCNA2
ENSG00000213190,MLLT11
ENSG00000189171,S100A13
ENSG00000160678,S100A1
