gene_id,gene_name
ENSG00000157005,SST
ENSG00000213741,RPS29
ENSG00000166922,SCG5
ENSG00000211592,IGKC
ENSG00000244734,HBB
ENSG00000143153,ATP1B1
ENSG00000135821,GLUL
ENSG00000163032,VSNL1
ENSG00000128656,CHN1
ENSG00000115461,IGFBP5
ENSG00000187094,CCK
ENSG00000171617,ENC1
ENSG00000170323,FABP4
ENSG00000164919,COX6C
ENSG00000130558,OLFM1
ENSG00000107317,PTGDS
ENSG00000173432,SAA1
ENSG00000110436,SLC1A2
ENSG00000124935,SCGB1D2
ENSG00000110484,SCGB2A2
ENSG00000251562,MALAT1
ENSG00000154146,NRGN
ENSG00000173267,SNCG
ENSG00000099194,SCD
ENSG00000111341,MGP
ENSG00000165949,IFI27
ENSG00000166710,B2M
ENSG00000188536,HBA2
ENSG00000087250,MT3
ENSG00000171345,KRT19
ENSG00000131095,GFAP
ENSG00000132639,SNAP25
ENSG00000101439,CST3
ENSG00000160014,CALM3
ENSG00000128245,YWHAH
ENSG00000183036,PCP4
ENSG00000187608,ISG15
ENSG00000187730,GABRD
ENSG00000142676,RPL11
ENSG00000121905,HPCA
ENSG00000020129,NCDN
ENSG00000142937,RPS8
ENSG00000143013,LMO4
ENSG00000163399,ATP1A1
ENSG00000213190,MLLT11
ENSG00000163191,S100A11
ENSG00000185499,MUC1
ENSG00000162734,PEA15
ENSG00000117152,RGS4
ENSG00000163041,H3F3A
ENSG00000171863,RPS7
ENSG00000115756,HPCAL1
ENSG00000143947,RPS27A
ENSG00000034510,TMSB10
ENSG00000078018,MAP2
ENSG00000127824,TUBA4A
ENSG00000187514,PTMA
ENSG00000182600,SNORC
ENSG00000157152,SYN2
ENSG00000144713,RPL32
ENSG00000188846,RPL14
ENSG00000162244,RPL29
ENSG00000269028,MTRNR2L12
ENSG00000172020,GAP43
ENSG00000163536,SERPINI1
ENSG00000161203,AP2M1
ENSG00000189058,APOD
ENSG00000182899,RPL35A
ENSG00000154277,UCHL1
