gene_symbol,gene_name
ENSG00000142621,FHAD1
ENSG00000253304,TMEM200B
ENSG00000084628,NKAIN1
ENSG00000154027,AK5
ENSG00000237505,PKN2-AS1
ENSG00000274372,AC239803.3
ENSG00000234283,LINC01731
ENSG00000085552,IGSF9
ENSG00000122224,LY9
ENSG00000242282,AC108488.1
ENSG00000270210,AC104695.3
ENSG00000143921,ABCG8
ENSG00000068912,ERLEC1
ENSG00000230606,AC092683.1
ENSG00000171227,TMEM37
ENSG00000121966,CXCR4
ENSG00000162992,NEUROD1
ENSG00000238217,LINC01877
ENSG00000127831,VIL1
ENSG00000273466,AC012510.1
ENSG00000079263,SP140
ENSG00000134121,CHL1
ENSG00000214381,LINC00488
ENSG00000228561,AC026355.1
ENSG00000109805,NCAPG
ENSG00000182308,DCAF4L1
ENSG00000248115,AC023154.1
ENSG00000181617,FDCSP
ENSG00000251372,LINC00499
ENSG00000272130,AC091946.2
ENSG00000039537,C6
ENSG00000134061,CD180
ENSG00000169247,SH3TC2
ENSG00000145934,TENM2
ENSG00000112186,CAP2
ENSG00000204140,CLPSL1
ENSG00000234753,FOXP4-AS1
ENSG00000270828,AL023806.2
ENSG00000164651,SP8
ENSG00000105877,DNAH11
ENSG00000226816,AC005082.1
ENSG00000122585,NPY
ENSG00000186310,NAP1L3
ENSG00000156011,PSD3
ENSG00000254092,AC015468.3
ENSG00000160886,LY6K
ENSG00000137077,CCL21
ENSG00000204706,MAMDC2-AS1
ENSG00000230537,AL158071.3
ENSG00000148120,C9orf3
ENSG00000171102,OBP2B
ENSG00000228877,AL669970.3
ENSG00000135362,PRR5L
ENSG00000187479,C11orf96
ENSG00000110079,MS4A4A
ENSG00000172927,MYEOV
ENSG00000110723,EXPH5
ENSG00000149591,TAGLN
ENSG00000134940,ACRV1
ENSG00000215244,AL137145.2
ENSG00000240291,AL450384.2
ENSG00000261671,AL158211.1
ENSG00000165511,C10orf25
ENSG00000188234,AGAP4
ENSG00000107593,PKD2L1
ENSG00000197142,ACSL5
ENSG00000107518,ATRNL1
ENSG00000187908,DMBT1
ENSG00000278831,AL513190.1
ENSG00000110848,CD69
ENSG00000139053,PDE6H
ENSG00000048540,LMO3
ENSG00000172551,MUCL1
ENSG00000277368,AL138966.2
ENSG00000272515,AL355578.1
ENSG00000041515,MYO16
ENSG00000258844,AL162511.1
ENSG00000258982,AL133523.1
ENSG00000258430,AL583722.2
ENSG00000259327,AC023906.3
ENSG00000138615,CILP
ENSG00000261187,AC079322.1
ENSG00000156642,NPTN
ENSG00000103888,CEMIP
ENSG00000184206,GOLGA6L4
ENSG00000078328,RBFOX1
ENSG00000184602,SNN
ENSG00000133392,MYH11
ENSG00000103550,KNOP1
ENSG00000254206,NPIPB11
ENSG00000260625,AC026471.2
ENSG00000159648,TEPP
ENSG00000132600,PRMT7
ENSG00000261701,HPR
ENSG00000167741,GGT6
ENSG00000108602,ALDH3A1
ENSG00000186847,KRT14
ENSG00000005961,ITGA2B
ENSG00000275479,AC087741.2
ENSG00000170579,DLGAP1
ENSG00000170367,CST5
ENSG00000197054,ZNF763
ENSG00000132010,ZNF20
ENSG00000268650,AC005759.1
ENSG00000256229,ZNF486
ENSG00000196109,ZNF676
ENSG00000227392,HPN-AS1
ENSG00000188766,SPRED3
ENSG00000188505,NCCRP1
ENSG00000079385,CEACAM1
ENSG00000125740,FOSB
ENSG00000105281,SLC1A5
ENSG00000104894,CD37
ENSG00000244625,MIATNB
ENSG00000213888,LINC01521
ENSG00000239713,APOBEC3G
ENSG00000236272,Z82214.2
ENSG00000273272,U62317.5
ENSG00000183486,MX2
ENSG00000184012,TMPRSS2
ENSG00000211592,IGKC
ENSG00000172724,CCL19
ENSG00000244734,HBB
ENSG00000211892,IGHG4
ENSG00000211895,IGHA1
ENSG00000211896,IGHG1
ENSG00000211897,IGHG3
ENSG00000188536,HBA2
ENSG00000211677,IGLC2
ENSG00000187608,ISG15
ENSG00000175130,MARCKSL1
ENSG00000020129,NCDN
ENSG00000143013,LMO4
ENSG00000163399,ATP1A1
ENSG00000163191,S100A11
ENSG00000159176,CSRP1
ENSG00000115756,HPCAL1
ENSG00000163032,VSNL1
ENSG00000143933,CALM2
ENSG00000128656,CHN1
ENSG00000115414,FN1
ENSG00000197756,RPL37A
ENSG00000115461,IGFBP5
ENSG00000182600,SNORC
ENSG00000187288,CIDEC
ENSG00000187094,CCK
ENSG00000012223,LTF
ENSG00000144834,TAGLN3
ENSG00000091513,TF
ENSG00000153002,CPB1
ENSG00000163536,SERPINI1
ENSG00000013297,CLDN11
ENSG00000157005,SST
ENSG00000189058,APOD
ENSG00000163993,S100P
ENSG00000154277,UCHL1
ENSG00000171476,HOPX
ENSG00000132465,JCHAIN
ENSG00000152583,SPARCL1
ENSG00000118785,SPP1
ENSG00000145335,SNCA
ENSG00000138814,PPP3CA
ENSG00000164124,TMEM144
ENSG00000150625,GPM6A
ENSG00000250722,SELENOP
ENSG00000164326,CARTPT
ENSG00000171617,ENC1
ENSG00000145824,CXCL14
ENSG00000019582,CD74
ENSG00000170271,FAXDC2
ENSG00000074317,SNCB
ENSG00000234745,HLA-B
ENSG00000096384,HSP90AB1
ENSG00000096006,CRISP3
ENSG00000189241,TSPYL1
ENSG00000189043,NDUFA4
ENSG00000122679,RAMP3
ENSG00000166925,TSC22D4
ENSG00000170775,GPR37
ENSG00000159763,PIP
ENSG00000169906,S100G
ENSG00000133169,BEX1
ENSG00000120885,CLU
ENSG00000181195,PENK
ENSG00000170323,FABP4
ENSG00000164919,COX6C
ENSG00000164924,YWHAZ
ENSG00000136960,ENPP2
ENSG00000136867,SLC31A2
ENSG00000136854,STXBP1
ENSG00000106976,DNM1
ENSG00000207955,AL359091.1
ENSG00000130558,OLFM1
ENSG00000107317,PTGDS
ENSG00000134339,SAA2
ENSG00000173432,SAA1
ENSG00000110436,SLC1A2
ENSG00000124935,SCGB1D2
ENSG00000110484,SCGB2A2
ENSG00000149021,SCGB1A1
ENSG00000154096,THY1
ENSG00000109971,HSPA8
ENSG00000154146,NRGN
ENSG00000095739,BAMBI
ENSG00000197430,OPALIN
ENSG00000099194,SCD
ENSG00000148826,NKX6-2
ENSG00000111669,TPI1
ENSG00000111674,ENO2
ENSG00000111341,MGP
ENSG00000205592,MUC19
ENSG00000139629,GALNT6
ENSG00000170421,KRT8
ENSG00000111057,KRT18
ENSG00000229117,RPL41
ENSG00000057704,TMCC3
ENSG00000157782,CABP1
ENSG00000102804,TSC22D1
ENSG00000129538,RNASE1
ENSG00000166091,CMTM5
ENSG00000139970,RTN1
ENSG00000054690,PLEKHH1
ENSG00000198668,CALM1
ENSG00000211890,IGHA2
ENSG00000211899,IGHM
ENSG00000166710,B2M
ENSG00000128989,ARPP19
ENSG00000137818,RPLP1
ENSG00000140479,PCSK6
ENSG00000206172,HBA1
ENSG00000087250,MT3
ENSG00000166509,CLEC3A
ENSG00000167526,RPL13
ENSG00000006042,TMEM98
ENSG00000171346,KRT15
ENSG00000171345,KRT19
ENSG00000131095,GFAP
ENSG00000073969,NSF
ENSG00000204278,TMEM235
ENSG00000088832,FKBP1A
ENSG00000125869,LAMP5
ENSG00000132639,SNAP25
ENSG00000101439,CST3
ENSG00000260032,NORAD
ENSG00000087460,GNAS
ENSG00000105696,TMEM59L
ENSG00000250067,YJEFN3
ENSG00000105695,MAG
ENSG00000105409,ATP1A3
ENSG00000160014,CALM3
ENSG00000211679,IGLC3
ENSG00000183036,PCP4
ENSG00000160180,TFF3
ENSG00000160182,TFF1
ENSG00000160307,S100B
ENSG00000198888,MT-ND1
ENSG00000198763,MT-ND2
ENSG00000198804,MT-CO1
ENSG00000198712,MT-CO2
ENSG00000198899,MT-ATP6
ENSG00000198938,MT-CO3
ENSG00000198840,MT-ND3
ENSG00000198886,MT-ND4
ENSG00000198727,MT-CYB
ENSG00000179403,VWA1
ENSG00000097021,ACOT7
ENSG00000049245,VAMP3
ENSG00000171603,CLSTN1
ENSG00000162444,RBP7
ENSG00000116661,FBXO2
ENSG00000175206,NPPA
ENSG00000142634,EFHD2
ENSG00000173641,HSPB7
ENSG00000162545,CAMK2N1
ENSG00000142798,HSPG2
ENSG00000117318,ID3
ENSG00000142676,RPL11
ENSG00000157978,LDLRAP1
ENSG00000130770,ATP5IF1
ENSG00000121769,FABP3
ENSG00000184007,PTP4A2
ENSG00000121905,HPCA
ENSG00000049089,COL9A2
ENSG00000179178,TMEM125
ENSG00000066322,ELOVL1
ENSG00000173660,UQCRH
ENSG00000162373,BEND5
ENSG00000162374,ELAVL4
ENSG00000157216,SSBP3
ENSG00000184292,TACSTD2
ENSG00000197106,SLC6A17
ENSG00000177301,KCNA2
ENSG00000092621,PHGDH
ENSG00000265972,TXNIP
ENSG00000213190,MLLT11
ENSG00000188643,S100A16
ENSG00000189334,S100A14
ENSG00000189171,S100A13
ENSG00000160678,S100A1
ENSG00000143578,CREB3L4
ENSG00000169242,EFNA1
ENSG00000185499,MUC1
ENSG00000160781,PAQR6
ENSG00000143320,CRABP2
ENSG00000158710,TAGLN2
ENSG00000162734,PEA15
ENSG00000215845,TSTD1
ENSG00000162747,FCGR3B
ENSG00000117152,RGS4
ENSG00000143153,ATP1B1
ENSG00000163435,ELF3
ENSG00000170075,GPR37L1
ENSG00000143858,SYT2
ENSG00000184144,CNTN2
ENSG00000117266,CDK18
ENSG00000162889,MAPKAPK2
ENSG00000123689,G0S2
ENSG00000143499,SMYD2
ENSG00000203697,CAPN8
ENSG00000163041,H3F3A
ENSG00000198835,GJC2
ENSG00000116574,RHOU
ENSG00000135744,AGT
ENSG00000119280,C1orf198
ENSG00000134308,YWHAQ
ENSG00000162975,KCNF1
ENSG00000162981,FAM84A
ENSG00000115884,SDC1
ENSG00000115194,SLC30A3
ENSG00000152689,RASGRP3
ENSG00000115310,RTN4
ENSG00000143947,RPS27A
ENSG00000014641,MDH1
ENSG00000169764,UGP2
ENSG00000124374,PAIP2B
ENSG00000034510,TMSB10
ENSG00000118640,VAMP8
ENSG00000172005,MAL
ENSG00000186522,SEPT10
ENSG00000144119,C1QL2
ENSG00000155368,DBI
ENSG00000136541,ERMN
ENSG00000144285,SCN1A
ENSG00000154518,ATP5MC3
ENSG00000168542,COL3A1
ENSG00000204262,COL5A2
ENSG00000196950,SLC39A10
ENSG00000162944,RFTN2
ENSG00000078018,MAP2
ENSG00000127824,TUBA4A
ENSG00000054356,PTPRN
ENSG00000171951,SCG2
ENSG00000135919,SERPINE2
ENSG00000115468,EFHD1
ENSG00000066248,NGEF
ENSG00000115648,MLPH
ENSG00000172428,COPS9
ENSG00000168385,SEPT2
ENSG00000156959,LHFPL4
ENSG00000157087,ATP2B2
ENSG00000157152,SYN2
ENSG00000182568,SATB1
ENSG00000183960,KCNH8
ENSG00000174748,RPL15
ENSG00000172995,ARPP21
ENSG00000168314,MOBP
ENSG00000188846,RPL14
ENSG00000010282,HHATL
ENSG00000164076,CAMKV
ENSG00000012171,SEMA3B
ENSG00000162244,RPL29
ENSG00000153266,FEZF2
ENSG00000114541,FRMD4B
ENSG00000269028,MTRNR2L12
ENSG00000080822,CLDND1
ENSG00000114573,ATP6V1A
ENSG00000172020,GAP43
ENSG00000121552,CSTA
ENSG00000065534,MYLK
ENSG00000154917,RAB6B
ENSG00000070087,PFN2
ENSG00000114805,PLCH1
ENSG00000121858,TNFSF10
ENSG00000161203,AP2M1
ENSG00000156976,EIF4A2
ENSG00000188001,TPRG1
ENSG00000182899,RPL35A
ENSG00000159788,RGS12
ENSG00000163132,MSX1
ENSG00000170801,HTRA3
ENSG00000151552,QDPR
ENSG00000169851,PCDH7
ENSG00000169245,CXCL10
ENSG00000196616,ADH1B
ENSG00000109475,RPL34
ENSG00000145349,CAMK2D
ENSG00000174607,UGT8
ENSG00000164111,ANXA5
ENSG00000153130,SCOC
ENSG00000145425,RPS3A
ENSG00000145423,SFRP2
ENSG00000061918,GUCY1B1
ENSG00000120251,GRIA2
ENSG00000171509,RXFP1
ENSG00000109472,CPE
ENSG00000176788,BASP1
ENSG00000133401,PDZD2
ENSG00000131711,MAP1B
ENSG00000113319,RASGRF2
ENSG00000164176,EDIL3
ENSG00000175426,PCSK1
ENSG00000152495,CAMK4
ENSG00000064651,SLC12A2
ENSG00000169567,HINT1
ENSG00000198944,SOWAHA
ENSG00000164403,SHROOM1
ENSG00000213585,VDAC1
ENSG00000249082,C5orf66-AS1
ENSG00000152377,SPOCK1
ENSG00000132563,REEP2
ENSG00000120738,EGR1
ENSG00000131507,NDFIP1
ENSG00000113578,FGF1
ENSG00000183111,ARHGEF37
ENSG00000070808,CAMK2A
ENSG00000164587,RPS14
ENSG00000211445,GPX3
ENSG00000197043,ANXA6
ENSG00000113140,SPARC
ENSG00000022355,GABRA1
ENSG00000249306,LINC01411
ENSG00000145920,CPLX2
ENSG00000113269,RNF130
ENSG00000204628,RACK1
ENSG00000137267,TUBB2A
ENSG00000112137,PHACTR1
ENSG00000172201,ID4
ENSG00000152954,NRSN1
ENSG00000180573,HIST1H2AC
ENSG00000204655,MOG
ENSG00000206503,HLA-A
ENSG00000137331,IER3
ENSG00000204580,DDR1
ENSG00000204525,HLA-C
ENSG00000204389,HSPA1A
ENSG00000204385,SLC44A4
ENSG00000204287,HLA-DRA
ENSG00000196126,HLA-DRB1
ENSG00000231389,HLA-DPA1
ENSG00000231500,RPS18
ENSG00000137409,MTCH1
ENSG00000112561,TFEB
ENSG00000151914,DST
ENSG00000065609,SNAP91
ENSG00000135346,CGA
ENSG00000118432,CNR1
ENSG00000272398,CD24
ENSG00000111885,MAN1A1
ENSG00000164434,FABP7
ENSG00000112306,RPS12
ENSG00000228408,AL031056.1
ENSG00000120265,PCMT1
ENSG00000091831,ESR1
ENSG00000112531,QKI
ENSG00000186340,THBS2
ENSG00000188191,PRKAR1B
ENSG00000075624,ACTB
ENSG00000075618,FSCN1
ENSG00000106541,AGR2
ENSG00000173467,AGR3
ENSG00000086300,SNX10
ENSG00000164600,NEUROD6
ENSG00000011426,ANLN
ENSG00000086289,EPDR1
ENSG00000106624,AEBP1
ENSG00000058404,CAMK2B
ENSG00000165215,CLDN3
ENSG00000106211,HSPB1
ENSG00000170027,YWHAG
ENSG00000164692,COL1A2
ENSG00000105854,PON2
ENSG00000158560,DYNC1I1
ENSG00000106236,NPTX2
ENSG00000160862,AZGP1
ENSG00000106397,PLOD3
ENSG00000008282,SYPL1
ENSG00000196937,FAM3C
ENSG00000081803,CADPS2
ENSG00000205542,TMSB4X
ENSG00000130150,MOSPD2
ENSG00000130962,PRRG1
ENSG00000165169,DYNLT3
ENSG00000156298,TSPAN7
ENSG00000165175,MID1IP1
ENSG00000102226,USP11
ENSG00000008056,SYN1
ENSG00000102109,PCSK1N
ENSG00000102003,SYP
ENSG00000169562,GJB1
ENSG00000198034,RPS4X
ENSG00000186462,NAP1L2
ENSG00000102144,PGK1
ENSG00000184515,BEX5
ENSG00000123560,PLP1
ENSG00000174460,ZCCHC12
ENSG00000005893,LAMP2
ENSG00000134590,RTL8C
ENSG00000281508,AL078639.1
ENSG00000010404,IDS
ENSG00000182492,BGN
ENSG00000147403,RPL10
ENSG00000147416,ATP6V1B2
ENSG00000061337,LZTS1
ENSG00000158856,DMTN
ENSG00000168481,LGI3
ENSG00000168490,PHYHIP
ENSG00000179388,EGR3
ENSG00000104722,NEFM
ENSG00000277586,NEFL
ENSG00000147459,DOCK5
ENSG00000092964,DPYSL2
ENSG00000168081,PNOC
ENSG00000183779,ZNF703
ENSG00000104435,STMN2
ENSG00000104327,CALB1
ENSG00000123119,NECAB1
ENSG00000156482,RPL30
ENSG00000104490,NCALD
ENSG00000164830,OXR1
ENSG00000104447,TRPS1
ENSG00000180155,LYNX1
ENSG00000277494,GPIHBP1
ENSG00000104529,EEF1D
ENSG00000153707,PTPRD
ENSG00000107295,SH3GL2
ENSG00000137154,RPS6
ENSG00000155886,SLC24A2
ENSG00000107105,ELAVL2
ENSG00000165272,AQP3
ENSG00000198963,RORB
ENSG00000135069,PSAT1
ENSG00000187764,SEMA4D
ENSG00000165023,DIRAS2
ENSG00000136938,ANP32B
ENSG00000070214,SLC44A1
ENSG00000198121,LPAR1
ENSG00000148180,GSN
ENSG00000197958,RPL12
ENSG00000171159,C9orf16
ENSG00000167123,CERCAM
ENSG00000169692,AGPAT2
ENSG00000176884,GRIN1
ENSG00000176058,TPRN
ENSG00000188229,TUBB4B
ENSG00000142089,IFITM3
ENSG00000023191,RNH1
ENSG00000177156,TALDO1
ENSG00000184524,CEND1
ENSG00000177685,CRACR2B
ENSG00000177697,CD151
ENSG00000117983,MUC5B
ENSG00000117984,CTSD
ENSG00000110651,CD81
ENSG00000129757,CDKN1C
ENSG00000181649,PHLDA2
ENSG00000166313,APBB1
ENSG00000175356,SCUBE2
ENSG00000133816,MICAL2
ENSG00000049449,RCN1
ENSG00000019505,SYT13
ENSG00000172247,C1QTNF4
ENSG00000086205,FOLH1
ENSG00000134817,APLNR
ENSG00000124920,MYRF
ENSG00000167996,FTH1
ENSG00000124939,SCGB2A1
ENSG00000124942,AHNAK
ENSG00000162188,GNG3
ENSG00000133321,RARRES3
ENSG00000176485,PLA2G16
ENSG00000133318,RTN3
ENSG00000176340,COX8A
ENSG00000126432,PRDX5
ENSG00000149798,CDC42EP2
ENSG00000245532,NEAT1
ENSG00000251562,MALAT1
ENSG00000174684,B4GAT1
ENSG00000172508,CARNS1
ENSG00000110092,CCND1
ENSG00000021300,PLEKHB1
ENSG00000149273,RPS3
ENSG00000062282,DGAT2
ENSG00000149269,PAK1
ENSG00000149212,SESN3
ENSG00000152578,GRIA4
ENSG00000185742,C11orf87
ENSG00000137710,RDX
ENSG00000109846,CRYAB
ENSG00000186318,BACE1
ENSG00000076706,MCAM
ENSG00000221932,HEPN1
ENSG00000149557,FEZ1
ENSG00000084234,APLP2
ENSG00000254842,LINC02551
ENSG00000109956,B3GAT1
ENSG00000067057,PFKP
ENSG00000178372,CALML5
ENSG00000107485,GATA3
ENSG00000065809,FAM107B
ENSG00000026025,VIM
ENSG00000150867,PIP4K2A
ENSG00000170324,FRMPD2
ENSG00000237949,LINC00844
ENSG00000165443,PHYHIPL
ENSG00000107742,SPOCK2
ENSG00000138326,RPS24
ENSG00000165678,GHITM
ENSG00000173267,SNCG
ENSG00000148671,ADIRF
ENSG00000108239,TBC1D12
ENSG00000171314,PGAM1
ENSG00000120053,GOT1
ENSG00000235823,OLMALINC
ENSG00000059915,PSD
ENSG00000148798,INA
ENSG00000173915,ATP5MD
ENSG00000148700,ADD3
ENSG00000151892,GFRA1
ENSG00000066468,FGFR2
ENSG00000065154,OAT
ENSG00000107902,LHPP
ENSG00000189319,FAM53B
ENSG00000176171,BNIP3
ENSG00000130643,CALY
ENSG00000171840,NINJ2
ENSG00000010278,CD9
ENSG00000139190,VAMP1
ENSG00000111640,GAPDH
ENSG00000246705,H2AFJ
ENSG00000139116,KIF21A
ENSG00000184613,NELL2
ENSG00000134287,ARF3
ENSG00000181418,DDN
ENSG00000123416,TUBA1B
ENSG00000135472,FAIM2
ENSG00000167588,GPD1
ENSG00000135426,TESPA1
ENSG00000092841,MYL6
ENSG00000110955,ATP5F1B
ENSG00000196531,NACA
ENSG00000166863,TAC3
ENSG00000155980,KIF5A
ENSG00000135678,CPM
ENSG00000090382,LYZ
ENSG00000072657,TRHDE
ENSG00000166006,KCNC2
ENSG00000067715,SYT1
ENSG00000139220,PPFIA2
ENSG00000070961,ATP2B1
ENSG00000173598,NUDT4
ENSG00000074527,NTN4
ENSG00000075415,SLC25A3
ENSG00000074590,NUAK1
ENSG00000139438,FAM222A
ENSG00000089157,RPLP0
ENSG00000256193,LINC00507
ENSG00000122026,RPL21
ENSG00000133083,DCLK1
ENSG00000133110,POSTN
ENSG00000102760,RGCC
ENSG00000136156,ITM2B
ENSG00000136099,PCDH8
ENSG00000139737,SLAIN1
ENSG00000184564,SLITRK6
ENSG00000125247,TMTC4
ENSG00000165795,NDRG2
ENSG00000092096,SLC22A17
ENSG00000168952,STXBP6
ENSG00000165410,CFL2
ENSG00000129514,FOXA1
ENSG00000213741,RPS29
ENSG00000165617,DACT1
ENSG00000126803,HSPA2
ENSG00000183648,NDUFB1
ENSG00000100604,CHGA
ENSG00000165949,IFI27
ENSG00000036530,CYP46A1
ENSG00000197102,DYNC1H1
ENSG00000166165,CKB
ENSG00000126214,KLC1
ENSG00000128739,SNRPN
ENSG00000134138,MEIS2
ENSG00000166145,SPINT1
ENSG00000137825,ITPKA
ENSG00000166963,MAP1A
ENSG00000140264,SERF2
ENSG00000186417,GLDN
ENSG00000104112,SCG3
ENSG00000182718,ANXA2
ENSG00000174444,RPL4
ENSG00000067225,PKM
ENSG00000185787,MORF4L1
ENSG00000103811,CTSH
ENSG00000259527,LINC00052
ENSG00000185518,SV2B
ENSG00000242173,ARHGDIG
ENSG00000127585,FBXL16
ENSG00000103260,METRN
ENSG00000005513,SOX8
ENSG00000140988,RPS2
ENSG00000162078,ZG16B
ENSG00000162073,PAQR4
ENSG00000267795,SMIM22
ENSG00000189067,LITAF
ENSG00000170540,ARL6IP1
ENSG00000103534,TMC5
ENSG00000167191,GPRC5B
ENSG00000103316,CRYM
ENSG00000122254,HS3ST2
ENSG00000261329,AC016597.1
ENSG00000176046,NUPR1
ENSG00000174938,SEZ6L2
ENSG00000099365,STX1B
ENSG00000245694,CRNDE
ENSG00000205358,MT1H
ENSG00000102934,PLLP
ENSG00000159713,TPPP3
ENSG00000172137,CALB2
ENSG00000152910,CNTNAP4
ENSG00000131143,COX4I1
ENSG00000132386,SERPINF1
ENSG00000181885,CLDN7
ENSG00000161970,RPL26
ENSG00000109099,PMP22
ENSG00000170315,UBB
ENSG00000109107,ALDOC
ENSG00000126860,EVI2A
ENSG00000141736,ERBB2
ENSG00000126351,THRA
ENSG00000141753,IGFBP4
ENSG00000128422,KRT17
ENSG00000173812,EIF1
ENSG00000173786,CNP
ENSG00000108309,RUNDC3A
ENSG00000108379,WNT3
ENSG00000108821,COL1A1
ENSG00000154945,ANKRD40
ENSG00000008294,SPAG9
ENSG00000264364,DYNLL2
ENSG00000108387,SEPT4
ENSG00000266402,SNHG25
ENSG00000141540,TTYH2
ENSG00000109062,SLC9A3R1
ENSG00000109089,CDR2L
ENSG00000259120,SMIM6
ENSG00000141524,TMC6
ENSG00000187775,DNAH17
ENSG00000108679,LGALS3BP
ENSG00000175866,BAIAP2
ENSG00000141542,RAB40B
ENSG00000141404,GNAL
ENSG00000168675,LDLRAD4
ENSG00000171885,AQP4
ENSG00000141424,SLC39A6
ENSG00000132872,SYT4
ENSG00000152234,ATP5F1A
ENSG00000071991,CDH19
ENSG00000150656,CNDP1
ENSG00000197971,MBP
ENSG00000171867,PRNP
ENSG00000089199,CHGB
ENSG00000125844,RRBP1
ENSG00000125814,NAPB
ENSG00000101460,MAP1LC3A
ENSG00000078804,TP53INP2
ENSG00000166913,YWHAB
ENSG00000101443,WFDC2
ENSG00000064787,BCAS1
ENSG00000171858,RPS21
ENSG00000197457,STMN3
ENSG00000099822,HCN2
ENSG00000011304,PTBP1
ENSG00000197766,CFD
ENSG00000115268,RPS15
ENSG00000104904,OAZ1
ENSG00000104964,AES
ENSG00000171236,LRG1
ENSG00000178531,CTXN1
ENSG00000233927,RPS28
ENSG00000130175,PRKCSH
ENSG00000130303,BST2
ENSG00000105640,RPL18A
ENSG00000099308,MAST3
ENSG00000105649,RAB3A
ENSG00000006016,CRLF1
ENSG00000105220,GPI
ENSG00000105711,SCN1B
ENSG00000089356,FXYD3
ENSG00000105254,TBCB
ENSG00000126247,CAPNS1
ENSG00000161281,COX7A1
ENSG00000167641,PPP1R14A
ENSG00000174521,TTC9B
ENSG00000255974,CYP2A6
ENSG00000086548,CEACAM6
ENSG00000079435,LIPE
ENSG00000063177,RPL18
ENSG00000104888,SLC17A7
ENSG00000142541,RPL13A
ENSG00000104870,FCGRT
ENSG00000167755,KLK6
ENSG00000105568,PPP2R1A
ENSG00000170889,RPS9
ENSG00000108107,RPL28
