gene_symbol,gene_name
ENSG00000178821,TMEM52
ENSG00000179546,HTR1D
ENSG00000236200,KDM4A-AS1
ENSG00000162692,VCAM1
ENSG00000231871,IPO9-AS1
ENSG00000233087,RAB6D
ENSG00000138472,GUCA1C
ENSG00000173890,GPR160
ENSG00000226757,AC079341.1
ENSG00000113368,LMNB1
ENSG00000271737,AC008608.2
ENSG00000254211,LINC01485
ENSG00000196284,SUPT3H
ENSG00000124749,COL21A1
ENSG00000118407,FILIP1
ENSG00000135346,CGA
ENSG00000185055,EFCAB10
ENSG00000047644,WWC3
ENSG00000019549,SNAI2
ENSG00000082556,OPRK1
ENSG00000272425,AC009902.3
ENSG00000267940,AC022762.2
ENSG00000183801,OLFML1
ENSG00000165905,LARGE2
ENSG00000149782,PLCB3
ENSG00000132746,ALDH3B2
ENSG00000137513,NARS2
ENSG00000260314,MRC1
ENSG00000107593,PKD2L1
ENSG00000227640,SOX21-AS1
ENSG00000168970,JMJD7-PLA2G4B
ENSG00000166035,LIPC
ENSG00000189419,SPATA41
ENSG00000188536,HBA2
ENSG00000140945,CDH13
ENSG00000179593,ALOX15B
ENSG00000277182,AC006449.5
ENSG00000264985,AC124804.1
ENSG00000278041,AL133325.3
ENSG00000226465,AL390198.1
ENSG00000060558,GNA15
ENSG00000267498,AC007786.1
ENSG00000213793,ZNF888
ENSG00000234688,AL049749.1
ENSG00000184068,AL021453.1
ENSG00000056487,PHF21B
ENSG00000284693,AL928921.2
ENSG00000119535,CSF3R
ENSG00000237352,LINC01358
ENSG00000024526,DEPDC1
ENSG00000094963,FMO2
ENSG00000162882,HAAO
ENSG00000226363,HAGLROS
ENSG00000163497,FEV
ENSG00000175084,DES
ENSG00000135898,GPR55
ENSG00000272263,AC034198.2
ENSG00000055955,ITIH4
ENSG00000260572,AC069224.1
ENSG00000137265,IRF4
ENSG00000112343,TRIM38
ENSG00000168298,HIST1H1E
ENSG00000096006,CRISP3
ENSG00000229017,LINC01277
ENSG00000232640,AL354892.2
ENSG00000175600,SUGCT
ENSG00000273142,AC073335.2
ENSG00000006606,CCL26
ENSG00000228049,POLR2J2
ENSG00000270012,AC232271.1
ENSG00000064218,DMRT3
ENSG00000172724,CCL19
ENSG00000230185,C9orf147
ENSG00000254921,AC116456.1
ENSG00000175315,CST6
ENSG00000137691,CFAP300
ENSG00000110777,POU2AF1
ENSG00000160593,JAML
ENSG00000149573,MPZL2
ENSG00000225778,PROSER2-AS1
ENSG00000138152,BTBD16
ENSG00000180745,CLRN3
ENSG00000151062,CACNA2D4
ENSG00000139626,ITGB7
ENSG00000180818,HOXC10
ENSG00000172551,MUCL1
ENSG00000197653,DNAH10
ENSG00000253710,ALG11
ENSG00000184497,TMEM255B
ENSG00000258498,DIO3OS
ENSG00000211896,IGHG1
ENSG00000262728,AC123768.3
ENSG00000275672,AC025580.3
ENSG00000268836,Z69706.1
ENSG00000005001,PRSS22
ENSG00000125409,TEKT3
ENSG00000270765,GAS2L2
ENSG00000153930,ANKFN1
ENSG00000266002,AC091059.1
ENSG00000265313,LINC01476
ENSG00000261738,MIR3976HG
ENSG00000167578,RAB4B
ENSG00000130433,CACNG6
ENSG00000277117,FP565260.3
ENSG00000211592,IGKC
ENSG00000254126,CD8B2
ENSG00000122585,NPY
ENSG00000272486,AC090922.1
ENSG00000244734,HBB
ENSG00000211892,IGHG4
ENSG00000211899,IGHM
ENSG00000269873,AC245884.10
ENSG00000211677,IGLC2
ENSG00000034510,TMSB10
ENSG00000156234,CXCL13
ENSG00000173376,NDNF
ENSG00000173432,SAA1
ENSG00000110484,SCGB2A2
ENSG00000211895,IGHA1
ENSG00000211897,IGHG3
ENSG00000171724,VAT1L
ENSG00000183036,PCP4
ENSG00000160182,TFF1
ENSG00000198888,MT-ND1
ENSG00000198763,MT-ND2
ENSG00000198804,MT-CO1
ENSG00000198712,MT-CO2
ENSG00000198938,MT-CO3
ENSG00000198840,MT-ND3
ENSG00000198886,MT-ND4
ENSG00000238009,AL627309.1
ENSG00000117632,STMN1
ENSG00000228192,AL512353.1
ENSG00000227533,SLC2A1-AS1
ENSG00000185499,MUC1
ENSG00000162630,B3GALT2
ENSG00000122180,MYOG
ENSG00000162814,SPATA17
ENSG00000243491,AC082651.3
ENSG00000153234,NR4A2
ENSG00000270557,AC013731.1
ENSG00000235831,BHLHE40-AS1
ENSG00000157152,SYN2
ENSG00000284669,AC092053.3
ENSG00000187094,CCK
ENSG00000163687,DNASE1L3
ENSG00000153266,FEZF2
ENSG00000091513,TF
ENSG00000158258,CLSTN2
ENSG00000153002,CPB1
ENSG00000174899,PQLC2L
ENSG00000269888,AC112491.1
ENSG00000270195,AC016773.1
ENSG00000247708,STX18-AS1
ENSG00000273133,AC116651.1
ENSG00000178343,SHISA3
ENSG00000285122,AC083829.2
ENSG00000145335,SNCA
ENSG00000164136,IL15
ENSG00000250538,AC104407.1
ENSG00000164326,CARTPT
ENSG00000131711,MAP1B
ENSG00000171617,ENC1
ENSG00000152380,FAM151B
ENSG00000236714,LINC01844
ENSG00000137267,TUBB2A
ENSG00000234753,FOXP4-AS1
ENSG00000137252,HCRTR2
ENSG00000172673,THEMIS
ENSG00000112306,RPS12
ENSG00000178199,ZC3H12D
ENSG00000127954,STEAP4
ENSG00000160862,AZGP1
ENSG00000159763,PIP
ENSG00000147003,CLTRN
ENSG00000123560,PLP1
ENSG00000104722,NEFM
ENSG00000277586,NEFL
ENSG00000104435,STMN2
ENSG00000249328,AC036214.1
ENSG00000164919,COX6C
ENSG00000272384,AC016405.3
ENSG00000155886,SLC24A2
ENSG00000231107,LINC01508
ENSG00000255823,MTRNR2L8
ENSG00000124935,SCGB1D2
ENSG00000109846,CRYAB
ENSG00000067057,PFKP
ENSG00000232638,AL390294.1
ENSG00000224215,AL606469.1
ENSG00000170324,FRMPD2
ENSG00000156574,NODAL
ENSG00000173267,SNCG
ENSG00000235100,AL157400.3
ENSG00000008323,PLEKHG6
ENSG00000111341,MGP
ENSG00000123416,TUBA1B
ENSG00000167552,TUBA1A
ENSG00000170421,KRT8
ENSG00000067715,SYT1
ENSG00000233672,RNASEH2B-AS1
ENSG00000118946,PCDH17
ENSG00000211890,IGHA2
ENSG00000226777,FAM30A
ENSG00000261136,AC023908.3
ENSG00000169032,MAP2K1
ENSG00000278570,NR2E3
ENSG00000129009,ISLR
ENSG00000157766,ACAN
ENSG00000263280,AC003965.1
ENSG00000260979,AC022167.3
ENSG00000122254,HS3ST2
ENSG00000261832,AC138894.1
ENSG00000259881,AC092384.2
ENSG00000266368,AC005410.2
ENSG00000275185,AC130324.3
ENSG00000171345,KRT19
ENSG00000128422,KRT17
ENSG00000131095,GFAP
ENSG00000141194,OR4D1
ENSG00000171246,NPTX1
ENSG00000075643,MOCOS
ENSG00000150637,CD226
ENSG00000132639,SNAP25
ENSG00000101439,CST3
ENSG00000228812,LAMA5-AS1
ENSG00000181143,MUC16
ENSG00000105711,SCN1B
ENSG00000161281,COX7A1
ENSG00000104804,TULP2
ENSG00000269194,AC006942.1
ENSG00000100219,XBP1
