gene_id,gene_name
ENSG00000272141,AL390719.2
ENSG00000160072,ATAD3B
ENSG00000078900,TP73
ENSG00000121904,CSMD2
ENSG00000024526,DEPDC1
ENSG00000097096,SYDE2
ENSG00000134198,TSPAN2
ENSG00000277199,LINC01632
ENSG00000272824,AC245100.7
ENSG00000163141,BNIPL
ENSG00000196754,S100A2
ENSG00000198771,RCSD1
ENSG00000237457,LINC01351
ENSG00000163362,INAVA
ENSG00000133048,CHI3L1
ENSG00000162891,IL20
ENSG00000143867,OSR1
ENSG00000235480,AC013270.1
ENSG00000273265,CNNM3-DT
ENSG00000230393,AC092667.1
ENSG00000163006,CCDC138
ENSG00000231013,AC013275.1
ENSG00000233087,RAB6D
ENSG00000272800,AC021851.1
ENSG00000144339,TMEFF2
ENSG00000234919,LINC01827
ENSG00000118997,DNAH7
ENSG00000273456,AC064836.3
ENSG00000115468,EFHD1
ENSG00000129810,SGO1
ENSG00000157005,SST
ENSG00000114473,IQCG
ENSG00000127418,FGFRL1
ENSG00000137441,FGFBP2
ENSG00000248184,LINC02283
ENSG00000181617,FDCSP
ENSG00000109321,AREG
ENSG00000156234,CXCL13
ENSG00000236699,ARHGEF38
ENSG00000259802,AC012640.2
ENSG00000152611,CAPSL
ENSG00000249203,LINC02224
ENSG00000183474,GTF2H2C
ENSG00000157510,AFAP1L1
ENSG00000249306,LINC01411
ENSG00000275713,HIST1H2BH
ENSG00000204618,RNF39
ENSG00000204388,HSPA1B
ENSG00000122585,NPY
ENSG00000227053,AC105446.1
ENSG00000169906,S100G
ENSG00000230797,YY2
ENSG00000224204,PHEX-AS1
ENSG00000182366,FAM87A
ENSG00000104760,FGL1
ENSG00000156675,RAB11FIP1
ENSG00000164841,TMEM74
ENSG00000107165,TYRP1
ENSG00000178031,ADAMTSL1
ENSG00000204802,AL590399.1
ENSG00000204706,MAMDC2-AS1
ENSG00000198785,GRIN3A
ENSG00000284977,AL160272.1
ENSG00000223478,AL441992.1
ENSG00000274897,PANO1
ENSG00000254695,AC087379.2
ENSG00000254489,AL136088.1
ENSG00000149573,MPZL2
ENSG00000250073,AP000866.2
ENSG00000278601,AL158163.2
ENSG00000111729,CLEC4A
ENSG00000086159,AQP6
ENSG00000088992,TESC
ENSG00000233725,LINC00284
ENSG00000197168,NEK5
ENSG00000136098,NEK3
ENSG00000213741,RPS29
ENSG00000170345,FOS
ENSG00000166922,SCG5
ENSG00000259347,AC087482.1
ENSG00000212766,EWSAT1
ENSG00000259343,TMC3-AS1
ENSG00000157766,ACAN
ENSG00000103226,NOMO3
ENSG00000159648,TEPP
ENSG00000261816,AC134312.6
ENSG00000266469,AC005288.1
ENSG00000266088,AC004585.1
ENSG00000262831,AC145207.3
ENSG00000154080,CHST9
ENSG00000118271,TTR
ENSG00000150637,CD226
ENSG00000264278,ZNF236-DT
ENSG00000278816,AL121890.5
ENSG00000124116,WFDC3
ENSG00000231133,HAR1B
ENSG00000171017,LRRC8E
ENSG00000269145,AC007192.2
ENSG00000142408,CACNG8
ENSG00000142409,ZNF787
ENSG00000278558,TMEM191B
ENSG00000099994,SUSD2
ENSG00000235609,AF127577.4
ENSG00000129654,FOXJ1
ENSG00000211592,IGKC
ENSG00000172724,CCL19
ENSG00000244734,HBB
ENSG00000211892,IGHG4
ENSG00000211895,IGHA1
ENSG00000211896,IGHG1
ENSG00000211897,IGHG3
ENSG00000211677,IGLC2
ENSG00000143153,ATP1B1
ENSG00000135821,GLUL
ENSG00000163032,VSNL1
ENSG00000128656,CHN1
ENSG00000115461,IGFBP5
ENSG00000187094,CCK
ENSG00000153002,CPB1
ENSG00000132465,JCHAIN
ENSG00000163631,ALB
ENSG00000171617,ENC1
ENSG00000135346,CGA
ENSG00000170323,FABP4
ENSG00000164919,COX6C
ENSG00000130558,OLFM1
ENSG00000107317,PTGDS
ENSG00000134339,SAA2
ENSG00000173432,SAA1
ENSG00000110436,SLC1A2
ENSG00000124935,SCGB1D2
ENSG00000110484,SCGB2A2
ENSG00000149021,SCGB1A1
ENSG00000251562,MALAT1
ENSG00000154146,NRGN
ENSG00000173267,SNCG
ENSG00000099194,SCD
ENSG00000111341,MGP
ENSG00000165949,IFI27
ENSG00000211890,IGHA2
ENSG00000211899,IGHM
ENSG00000166710,B2M
ENSG00000188536,HBA2
ENSG00000206172,HBA1
ENSG00000087250,MT3
ENSG00000171346,KRT15
ENSG00000171345,KRT19
ENSG00000131095,GFAP
ENSG00000132639,SNAP25
ENSG00000101439,CST3
ENSG00000160014,CALM3
ENSG00000211679,IGLC3
ENSG00000128245,YWHAH
ENSG00000183036,PCP4
ENSG00000198888,MT-ND1
ENSG00000198763,MT-ND2
ENSG00000198804,MT-CO1
ENSG00000198712,MT-CO2
ENSG00000198899,MT-ATP6
ENSG00000198938,MT-CO3
ENSG00000198840,MT-ND3
ENSG00000198886,MT-ND4
ENSG00000187608,ISG15
ENSG00000187730,GABRD
ENSG00000142676,RPL11
ENSG00000121905,HPCA
ENSG00000116544,DLGAP3
ENSG00000020129,NCDN
ENSG00000142937,RPS8
ENSG00000186160,CYP4Z1
ENSG00000143013,LMO4
ENSG00000134215,VAV3
ENSG00000163399,ATP1A1
ENSG00000143418,CERS2
ENSG00000213190,MLLT11
ENSG00000197747,S100A10
ENSG00000163191,S100A11
ENSG00000188643,S100A16
ENSG00000189334,S100A14
ENSG00000169242,EFNA1
ENSG00000185499,MUC1
ENSG00000160781,PAQR6
ENSG00000143320,CRABP2
ENSG00000162734,PEA15
ENSG00000162747,FCGR3B
ENSG00000117152,RGS4
ENSG00000163435,ELF3
ENSG00000123836,PFKFB2
ENSG00000123689,G0S2
ENSG00000163041,H3F3A
ENSG00000171863,RPS7
ENSG00000115756,HPCAL1
ENSG00000143947,RPS27A
ENSG00000119866,BCL11A
ENSG00000034510,TMSB10
ENSG00000144119,C1QL2
ENSG00000115252,PDE1A
ENSG00000168542,COL3A1
ENSG00000078018,MAP2
ENSG00000127824,TUBA4A
ENSG00000187514,PTMA
ENSG00000182600,SNORC
ENSG00000115648,MLPH
ENSG00000187288,CIDEC
