gene_id,gene_name
ENSG00000135838,NPL
ENSG00000136630,HLX
ENSG00000283189,AC104452.1
ENSG00000248487,ABHD14A
ENSG00000145214,DGKQ
ENSG00000248115,AC023154.1
ENSG00000249679,AC106897.1
ENSG00000271824,SMIM32
ENSG00000111913,RIPOR2
ENSG00000204428,LY6G5C
ENSG00000168830,HTR1E
ENSG00000198945,L3MBTL3
ENSG00000125337,KIF25
ENSG00000223855,AC147651.1
ENSG00000146700,SSC4D
ENSG00000123496,IL13RA2
ENSG00000180190,TDRP
ENSG00000169499,PLEKHA2
ENSG00000169085,VXN
ENSG00000213927,CCL27
ENSG00000180071,ANKRD18A
ENSG00000204706,MAMDC2-AS1
ENSG00000132109,TRIM21
ENSG00000149503,INCENP
ENSG00000173825,TIGD3
ENSG00000175482,POLD4
ENSG00000150773,PIH1D2
ENSG00000225140,AL358216.1
ENSG00000156026,MCU
ENSG00000198825,INPP5F
ENSG00000275367,AC092111.1
ENSG00000167548,KMT2D
ENSG00000171759,PAH
ENSG00000102837,OLFM4
ENSG00000271780,AL118558.3
ENSG00000211896,IGHG1
ENSG00000136381,IREB2
ENSG00000171962,DRC3
ENSG00000131470,PSMC3IP
ENSG00000101624,CEP76
ENSG00000278107,AC027575.2
ENSG00000101470,TNNC2
ENSG00000269145,AC007192.2
ENSG00000090554,FLT3LG
ENSG00000062822,POLD1
ENSG00000218891,ZNF579
ENSG00000152454,ZNF256
ENSG00000244625,MIATNB
ENSG00000273271,AP000254.1
ENSG00000184012,TMPRSS2
ENSG00000187642,PERM1
ENSG00000233542,AL391845.2
ENSG00000142621,FHAD1
ENSG00000117242,PINK1-AS
ENSG00000157978,LDLRAP1
ENSG00000188910,GJB3
ENSG00000224805,LINC00853
ENSG00000237505,PKN2-AS1
ENSG00000221986,MYBPHL
ENSG00000273136,NBPF26
ENSG00000273059,AC239803.2
ENSG00000260238,PMF1-BGLAP
ENSG00000198842,DUSP27
ENSG00000230630,DNM3OS
ENSG00000143512,HHIPL2
ENSG00000242628,AC009228.1
ENSG00000260977,AC016722.3
ENSG00000125538,IL1B
ENSG00000155749,ALS2CR12
ENSG00000163491,NEK10
ENSG00000235904,RBMS3-AS3
ENSG00000121797,CCRL2
ENSG00000273356,LINC02019
ENSG00000277855,AC097634.3
ENSG00000163606,CD200R1
ENSG00000196981,WDR5B
ENSG00000181092,ADIPOQ
ENSG00000283175,AC007920.2
ENSG00000225764,P3H2-AS1
ENSG00000205959,AC105345.1
ENSG00000121895,TMEM156
ENSG00000138722,MMRN1
ENSG00000163116,STPG2
ENSG00000205403,CFI
ENSG00000184838,PRR16
ENSG00000253807,LINC01170
ENSG00000253978,AC008637.1
ENSG00000204758,AC008429.1
ENSG00000153162,BMP6
ENSG00000137310,TCF19
ENSG00000204092,LINC00951
ENSG00000272189,AL024508.2
ENSG00000283608,AL031056.2
ENSG00000234432,AC092171.3
ENSG00000232581,AC079742.1
ENSG00000122585,NPY
ENSG00000188175,HEPACAM2
ENSG00000272899,ATP6V1FNB
ENSG00000159763,PIP
ENSG00000178826,TMEM139
ENSG00000223749,MIR503HG
ENSG00000284948,AC107959.4
ENSG00000165071,TMEM71
ENSG00000277631,PGM5P3-AS1
ENSG00000235387,SPAAR
ENSG00000185972,CCIN
ENSG00000231107,LINC01508
ENSG00000180176,TH
ENSG00000255498,AC068385.1
ENSG00000255301,AP002893.1
ENSG00000187066,TMEM262
ENSG00000110375,UPK2
ENSG00000120471,TP53AIP1
ENSG00000227268,KLLN
ENSG00000138115,CYP2C8
ENSG00000260475,AL353719.1
ENSG00000236303,AL355500.1
ENSG00000151650,VENTX
ENSG00000278743,AC087239.1
ENSG00000247903,AC024896.1
ENSG00000090376,IRAK3
ENSG00000256262,USP30-AS1
ENSG00000257000,AC137590.1
ENSG00000256542,AC148477.2
ENSG00000276968,AL158196.1
ENSG00000285444,AL162377.3
ENSG00000198542,ITGBL1
ENSG00000267868,AL356740.1
ENSG00000237054,PRMT5-AS1
ENSG00000129465,RIPK3
ENSG00000258414,AL121790.1
ENSG00000259687,LINC01220
ENSG00000179455,MKRN3
ENSG00000259408,AC010809.2
ENSG00000273674,AC021752.1
ENSG00000259250,AC018904.1
ENSG00000261187,AC079322.1
ENSG00000169410,PTPN9
ENSG00000103888,CEMIP
ENSG00000184206,GOLGA6L4
ENSG00000099769,IGFALS
ENSG00000261140,AC093525.4
ENSG00000005001,PRSS22
ENSG00000167984,NLRC3
ENSG00000168447,SCNN1B
ENSG00000159387,IRX6
ENSG00000135736,CCDC102A
ENSG00000141086,CTRL
ENSG00000214353,VAC14-AS1
ENSG00000168404,MLKL
ENSG00000260896,LINC02170
ENSG00000226180,AC010536.1
ENSG00000141506,PIK3R5
ENSG00000125430,HS3ST3B1
ENSG00000220161,LINC02076
ENSG00000266369,AC090774.3
ENSG00000267547,AC060766.4
ENSG00000276085,CCL3L1
ENSG00000260325,HSPB9
ENSG00000197291,RAMP2-AS1
ENSG00000125319,C17orf53
ENSG00000182742,HOXB4
ENSG00000108846,ABCC3
ENSG00000007314,SCN4A
ENSG00000129673,AANAT
ENSG00000267665,AC021683.3
ENSG00000262772,LINC01977
ENSG00000262873,AC127496.5
ENSG00000275542,AC027601.3
ENSG00000263970,AP001094.1
ENSG00000125780,TGM3
ENSG00000088320,REM1
ENSG00000101306,MYLK2
ENSG00000131044,TTLL9
ENSG00000230155,FO393401.1
ENSG00000174403,MIR1-1HG-AS1
ENSG00000006638,TBXA2R
ENSG00000220201,ZGLP1
ENSG00000197054,ZNF763
ENSG00000256229,ZNF486
ENSG00000268055,AC067969.1
ENSG00000267191,AC006213.3
ENSG00000221874,ZNF816-ZNF321P
ENSG00000130433,CACNG6
ENSG00000104974,LILRA1
ENSG00000268568,AC007228.2
ENSG00000267871,ZNF460-AS1
ENSG00000268912,AC012313.5
ENSG00000093009,CDC45
ENSG00000213888,LINC01521
ENSG00000279080,AL022322.2
ENSG00000272669,AL021707.6
ENSG00000197182,MIRLET7BHG
ENSG00000235159,AL121672.2
ENSG00000183778,B3GALT5
ENSG00000237989,LINC01679
ENSG00000215424,MCM3AP-AS1
ENSG00000276256,AC011043.1
ENSG00000238198,AL357055.3
ENSG00000236790,LINC00299
ENSG00000211592,IGKC
ENSG00000251372,LINC00499
ENSG00000271761,AL021368.1
ENSG00000256980,KHDC1L
ENSG00000236823,AL035691.1
ENSG00000158571,PFKFB1
ENSG00000104321,TRPA1
ENSG00000244734,HBB
ENSG00000275484,AP003419.3
ENSG00000171631,P2RY6
ENSG00000250073,AP000866.2
ENSG00000211890,IGHA2
ENSG00000211892,IGHG4
ENSG00000211895,IGHA1
ENSG00000211897,IGHG3
ENSG00000261543,AC010931.3
ENSG00000188536,HBA2
ENSG00000277142,LINC00235
ENSG00000232098,AC012313.1
ENSG00000211677,IGLC2
ENSG00000284657,AL031432.5
ENSG00000158246,TENT5B
ENSG00000223382,LINC01778
ENSG00000179178,TMEM125
ENSG00000222009,BTBD19
ENSG00000226476,LINC01748
ENSG00000132854,KANK4
ENSG00000137975,CLCA2
ENSG00000273483,AL354760.1
ENSG00000234283,LINC01731
ENSG00000122224,LY9
ENSG00000273129,PACERR
ENSG00000150681,RGS18
ENSG00000159176,CSRP1
ENSG00000234678,ELF3-AS1
ENSG00000117266,CDK18
ENSG00000163032,VSNL1
ENSG00000233005,AC018742.1
ENSG00000231200,LINC01830
ENSG00000143921,ABCG8
ENSG00000237883,DGUOK-AS1
ENSG00000272789,AC010976.2
ENSG00000183840,GPR39
ENSG00000184611,KCNH7
ENSG00000128656,CHN1
ENSG00000236653,LINC01923
ENSG00000081052,COL4A4
ENSG00000236432,AC097662.1
ENSG00000079263,SP140
ENSG00000259793,AC013726.1
ENSG00000227252,AC105760.2
ENSG00000163689,C3orf67
ENSG00000271843,AC012557.1
ENSG00000153283,CD96
ENSG00000239482,AC112487.1
