gene_id,gene_name
ENSG00000119535,CSF3R
ENSG00000162373,BEND5
ENSG00000152760,TCTEX1D1
ENSG00000221986,MYBPHL
ENSG00000116396,KCNC4
ENSG00000143228,NUF2
ENSG00000117586,TNFSF4
ENSG00000116668,SWT1
ENSG00000163435,ELF3
ENSG00000143774,GUK1
ENSG00000233087,RAB6D
ENSG00000128683,GAD1
ENSG00000144395,CCDC150
ENSG00000235118,FAM237A
ENSG00000153820,SPHKAP
ENSG00000178752,ERFE
ENSG00000157017,GHRL
ENSG00000272263,AC034198.2
ENSG00000179348,GATA2
ENSG00000132465,JCHAIN
ENSG00000168785,TSPAN5
ENSG00000218336,TENM3
ENSG00000145491,ROPN1L
ENSG00000169247,SH3TC2
ENSG00000272112,AC011374.2
ENSG00000038274,MAT2B
ENSG00000254211,LINC01485
ENSG00000124785,NRN1
ENSG00000112343,TRIM38
ENSG00000146678,IGFBP1
ENSG00000231427,LINC01445
ENSG00000006606,CCL26
ENSG00000224897,POT1-AS1
ENSG00000181544,FANCB
ENSG00000169906,S100G
ENSG00000106686,SPATA6L
ENSG00000186638,KIF24
ENSG00000078902,TOLLIP
ENSG00000254921,AC116456.1
ENSG00000228061,AC131571.1
ENSG00000165905,LARGE2
ENSG00000256713,PGA5
ENSG00000204571,KRTAP5-11
ENSG00000137513,NARS2
ENSG00000107796,ACTA2
ENSG00000107593,PKD2L1
ENSG00000172551,MUCL1
ENSG00000118600,RXYLT1
ENSG00000139292,LGR5
ENSG00000256542,AC148477.2
ENSG00000258548,LINC00645
ENSG00000136352,NKX2-1
ENSG00000166035,LIPC
ENSG00000261351,AC116913.1
ENSG00000268836,Z69706.1
ENSG00000005102,MEOX1
ENSG00000224505,AC138150.1
ENSG00000173917,HOXB2
ENSG00000153930,ANKFN1
ENSG00000264985,AC124804.1
ENSG00000231824,AKAIN1
ENSG00000053747,LAMA3
ENSG00000100987,VSX1
ENSG00000125971,DYNLRB1
ENSG00000060558,GNA15
ENSG00000197134,ZNF257
ENSG00000277013,AC008556.1
ENSG00000188766,SPRED3
ENSG00000183760,ACP7
ENSG00000167618,LAIR2
ENSG00000099957,P2RX6
ENSG00000211679,IGLC3
ENSG00000181617,FDCSP
ENSG00000172724,CCL19
ENSG00000175463,TBC1D10C
ENSG00000211592,IGKC
ENSG00000122585,NPY
ENSG00000244734,HBB
ENSG00000110484,SCGB2A2
ENSG00000211892,IGHG4
ENSG00000211896,IGHG1
ENSG00000211897,IGHG3
ENSG00000211899,IGHM
ENSG00000188536,HBA2
ENSG00000211677,IGLC2
ENSG00000185499,MUC1
ENSG00000162630,B3GALT2
ENSG00000143499,SMYD2
ENSG00000034510,TMSB10
ENSG00000177519,RPRM
ENSG00000153234,NR4A2
ENSG00000187094,CCK
ENSG00000153266,FEZF2
ENSG00000153002,CPB1
ENSG00000156234,CXCL13
ENSG00000152583,SPARCL1
ENSG00000164326,CARTPT
ENSG00000019582,CD74
ENSG00000196937,FAM3C
ENSG00000104722,NEFM
ENSG00000277586,NEFL
ENSG00000164919,COX6C
ENSG00000173432,SAA1
ENSG00000124935,SCGB1D2
ENSG00000111341,MGP
ENSG00000224982,TMEM233
ENSG00000186469,GNG2
ENSG00000211895,IGHA1
ENSG00000171724,VAT1L
ENSG00000131095,GFAP
ENSG00000100285,NEFH
ENSG00000183036,PCP4
ENSG00000160180,TFF3
ENSG00000160182,TFF1
ENSG00000198888,MT-ND1
ENSG00000198763,MT-ND2
ENSG00000198804,MT-CO1
ENSG00000198712,MT-CO2
ENSG00000198899,MT-ATP6
ENSG00000198938,MT-CO3
ENSG00000198840,MT-ND3
ENSG00000198886,MT-ND4
ENSG00000198727,MT-CYB
ENSG00000187608,ISG15
ENSG00000142634,EFHD2
ENSG00000162545,CAMK2N1
ENSG00000142676,RPL11
ENSG00000117632,STMN1
ENSG00000175130,MARCKSL1
ENSG00000163873,GRIK3
ENSG00000168653,NDUFS5
ENSG00000117450,PRDX1
ENSG00000173660,UQCRH
ENSG00000123091,RNF11
ENSG00000085832,EPS15
ENSG00000157216,SSBP3
ENSG00000116675,DNAJC6
ENSG00000154027,AK5
ENSG00000142875,PRKACB
ENSG00000117600,PLPPR4
ENSG00000197747,S100A10
ENSG00000163191,S100A11
ENSG00000152332,UHMK1
ENSG00000143198,MGST3
ENSG00000143153,ATP1B1
ENSG00000075945,KIFAP3
ENSG00000135821,GLUL
ENSG00000058668,ATP2B4
ENSG00000117266,CDK18
ENSG00000123689,G0S2
ENSG00000117691,NENF
ENSG00000203685,STUM
ENSG00000171863,RPS7
ENSG00000115738,ID2
ENSG00000134308,YWHAQ
ENSG00000115756,HPCAL1
ENSG00000162981,FAM84A
ENSG00000163032,VSNL1
ENSG00000152154,TMEM178A
ENSG00000115310,RTN4
ENSG00000143947,RPS27A
ENSG00000119866,BCL11A
ENSG00000169764,UGP2
ENSG00000119865,CNRIP1
ENSG00000186854,TRABD2A
ENSG00000172005,MAL
ENSG00000135940,COX5B
ENSG00000135968,GCC2
ENSG00000144119,C1QL2
ENSG00000155368,DBI
ENSG00000157827,FMNL2
ENSG00000136535,TBR1
ENSG00000144290,SLC4A10
ENSG00000115252,PDE1A
ENSG00000168542,COL3A1
ENSG00000204262,COL5A2
ENSG00000115414,FN1
ENSG00000115461,IGFBP5
ENSG00000127824,TUBA4A
ENSG00000187514,PTMA
ENSG00000157152,SYN2
ENSG00000144713,RPL32
ENSG00000174748,RPL15
ENSG00000188846,RPL14
ENSG00000163630,SYNPR
ENSG00000175161,CADM2
ENSG00000269028,MTRNR2L12
ENSG00000080822,CLDND1
ENSG00000114391,RPL24
ENSG00000144834,TAGLN3
ENSG00000114573,ATP6V1A
ENSG00000172020,GAP43
ENSG00000074416,MGLL
ENSG00000091513,TF
ENSG00000158258,CLSTN2
ENSG00000156976,EIF4A2
ENSG00000181092,ADIPOQ
ENSG00000157005,SST
ENSG00000189058,APOD
ENSG00000182899,RPL35A
ENSG00000168993,CPLX1
ENSG00000159674,SPON2
ENSG00000151552,QDPR
ENSG00000169851,PCDH7
ENSG00000163682,RPL9
ENSG00000154277,UCHL1
ENSG00000124406,ATP8A1
ENSG00000171476,HOPX
ENSG00000163631,ALB
